participant,sum_spent,S_NS,avg_spent,prop,AQ,MSPSS,IRI_FS,IRI_EC,IRI_PD,IRI_PT,moresocial,prop_moresocial
5a78e410ae9a0b0001a97274,1.06,Non-social,0.036551724,0.58,20,6,20,23,6,22,0,0
5adbc051f6b58c0001fa3bbe,1.2,Non-social,0.029268293,0.82,22,2.583333333,20,23,15,22,1,0
5af529ca222e4d0001878444,0.53,Non-social,0.024090909,0.44,16,4.916666667,17,16,21,21,1,1
5b48f2d0ff7497000125165e,0.75,Non-social,0.028846154,0.52,23,6,15,20,16,15,1,0
5bb0c112a1c73d0001b9ce9e,0.54,Non-social,0.03,0.36,23,6.333333333,16,24,17,20,1,1
5beaed3f0af61d0001968d9a,1.08,Non-social,0.03,0.734693878,30,3.916666667,20,18,14,21,1,0
5bfadc1846911f0001d7d1eb,1.12,Non-social,0.032,0.7,34,1.416666667,25,22,18,17,1,0
5c1a8a5e2a85450001a878cd,0.49,Non-social,0.021304348,0.46,26,3.083333333,12,16,16,15,1,1
5c3cd553c21f060001c3e571,0.78,Non-social,0.024375,0.64,20,5.25,19,20,12,16,0,0
5c4e7b34620ba700010c5dc6,0.59,Non-social,0.021851852,0.54,30,3.666666667,11,13,14,9,1,0
5c523d16102de10001022098,0.38,Non-social,0.031666667,0.24,15,6.333333333,23,20,13,13,0,1
5d14cea059c33d0001f19bb3,1.15,Non-social,0.029487179,0.795918367,25,6.5,12,22,17,16,0,0
5d17ce93ac37cd0019535088,0.83,Non-social,0.030740741,0.551020408,26,5.25,19,19,16,14,0,0
5d19281012e152001920227f,0.52,Non-social,0.022608696,0.46,13,6,20,25,9,25,0,1
5d204134abea8100173fa8a4,1.05,Non-social,0.029166667,0.72,23,3.833333333,12,17,9,17,0,0
5d43f181e2051e0001a24ba7,0.57,Non-social,0.035625,0.32,11,6.5,16,18,13,20,0,1
5d520a2a08c3b00019384072,0.62,Non-social,0.02952381,0.428571429,26,4.083333333,17,24,14,14,1,1
5d5f07cdca10e90016bc0103,0.59,Non-social,0.028095238,0.42,7,7,18,27,6,23,0,1
5d6394518df2870001a74b42,0.74,Non-social,0.026428571,0.56,20,7,22,26,24,24,0,0
5d64b5035c4d6c0001f2ff80,0.51,Non-social,0.031875,0.32,29,3,15,13,13,16,0,1
5d96eeed1998fb00177f6b71,1.05,Non-social,0.036206897,0.58,27,3.416666667,17,14,11,13,1,0
5dc368ce880a2927e264dbec,1,Non-social,0.032258065,0.62,26,4.416666667,19,23,16,15,0,0
5dc592c6aa431440aa755d5b,0.51,Non-social,0.028333333,0.367346939,22,3.833333333,26,25,15,23,0,1
5dcefcd0307b8d05031d7264,0.96,Non-social,0.0384,0.5,16,4.083333333,21,28,0,28,0,0
5dd5db1ded7ea4574c7bc996,0.8,Non-social,0.027586207,0.58,20,4.083333333,13,17,10,11,1,0
5de7ccc24b7cf973d7b05bfb,0.42,Non-social,0.03,0.28,4,6,17,23,2,23,1,1
5dfed836265c80b4fc7ae55e,0.82,Non-social,0.0328,0.510204082,20,5.25,9,19,17,14,0,0
5e07e9301d6b46148c904a0e,0.94,Non-social,0.026111111,0.72,27,1.25,14,2,3,9,0,0
5e0f443e8205266652153f5e,0.7,Non-social,0.023333333,0.6,28,3.5,22,17,28,9,0,0
5e426dbfbc27ad10220a4cb3,0.8,Non-social,0.038095238,0.42,11,4.75,13,21,7,21,0,1
5e69be2cd02ab2027bff5108,0.57,Non-social,0.021111111,0.54,11,6.75,9,18,11,26,1,0
5e70d4869ffb1404cb1f5070,0.51,Non-social,0.022173913,0.46,15,6,24,24,15,21,1,1
5e829f3ee6548e9c39cb00aa,0.99,Non-social,0.038076923,0.52,15,4,14,14,12,14,0,0
5e9b443223881d04be740737,0.76,Non-social,0.024516129,0.62,34,5.833333333,11,24,25,23,1,0
5e9f55237c0db50bb0a02621,0.69,Non-social,0.025555556,0.54,14,4.333333333,16,22,14,21,0,0
5ebb96b6cd673a0008ace9ce,1.11,Non-social,0.02775,0.8,16,3.25,16,19,22,19,0,0
5ebcada11ac87310b16fe61b,0.54,Non-social,0.023478261,0.46,22,1,13,12,20,3,0,1
5ec967b73fdeb70aad0322d8,0.56,Non-social,0.020740741,0.54,27,4.25,19,16,6,9,1,0
5ecd4acdb218ec085c6eefe6,0.87,Non-social,0.037826087,0.46,14,5.833333333,21,22,3,25,0,1
5ed543442db0060a955d12e1,0.25,Non-social,0.020833333,0.24,23,2.666666667,25,26,24,21,1,1
5ee150a384b8a1164fef6273,0.57,Non-social,0.025909091,0.44,30,5.25,17,18,10,23,1,1
5efc9ea8f8e7950584b12e87,0.6,Non-social,0.031578947,0.38,19,5.75,11,12,3,9,1,1
5f07b62e0e3ac43ea9d490c6,0.87,Non-social,0.037826087,0.46,29,2,27,26,24,24,0,1
5f0bcb67acb8844f8a226f2b,0.96,Non-social,0.03,0.653061224,34,4.166666667,23,24,15,12,0,0
5f29109240b4f4000bfd5a06,0.9,Non-social,0.034615385,0.52,23,4,14,14,14,14,0,0
5f2f566ddaea2a3417b75920,0.61,Non-social,0.022592593,0.54,32,5.25,5,27,25,12,0,0
5f3964ca4539e00bd5ce47fb,0.73,Non-social,0.028076923,0.52,28,5.333333333,18,20,21,12,1,0
5f44c445cfb0a801244f652f,0.89,Non-social,0.032962963,0.54,11,6.583333333,23,17,12,22,1,0
5f4c4b277200c9868db9d43f,1.18,Non-social,0.031052632,0.76,25,4.833333333,18,23,12,15,0,0
5f4c500d2a325c74a03597c4,0.82,Non-social,0.031538462,0.52,27,4.333333333,14,18,18,17,1,0
5f4d3cb5fdda0b2c403fb801,1.1,Non-social,0.034375,0.64,21,4.083333333,22,20,19,17,1,0
5f504fd2cc049d1cbf29c40d,1.01,Non-social,0.038846154,0.52,13,7,28,28,0,28,0,0
5f62bff03a4958215b85d8bf,0.82,Non-social,0.029285714,0.56,14,4.083333333,19,22,9,22,0,0
5f793609f8089e53266336f5,0.21,Non-social,0.03,0.14,19,6.5,18,20,13,25,1,1
5f888a84d0200d03067e17ed,0.34,Non-social,0.037777778,0.18,15,7,24,28,9,28,0,1
5f8c70c9c8e71c0b49e49797,1.02,Non-social,0.029142857,0.7,22,5.75,11,16,13,13,0,0
5f8f0ae15fe9e60fbbbaead9,0.8,Non-social,0.030769231,0.52,12,4.833333333,17,17,13,22,1,0
5f90581950d8520e8c7d3890,0.14,Non-social,0.035,0.081632653,14,7,21,28,4,28,0,1
5f94977cf830e82e361b9de1,1.05,Non-social,0.030882353,0.68,18,4.333333333,15,24,10,17,0,0
5f95a44920f542417f4263cb,0.93,Non-social,0.03,0.62,31,3.916666667,25,8,12,6,0,0
5f963718a844b719781e9e85,0.8,Non-social,0.025,0.64,30,4.416666667,14,23,8,14,0,0
5fb2cbcafa4c009546a700e2,0.53,Non-social,0.022083333,0.48,11,6,22,20,7,21,0,1
5fc340bd24fdca1666b95a7a,0.8,Non-social,0.02962963,0.54,30,3,21,21,14,20,1,0
5fc6942053f904134079ad42,0.58,Non-social,0.030526316,0.413043478,20,4.666666667,24,27,14,19,1,1
5fcd879848ac3ace45ea7afe,1.1,Non-social,0.028947368,0.76,21,1,18,13,7,11,0,0
5fdc9c593986cc1cfdc5635b,1.05,Non-social,0.03,0.7,22,3.75,19,20,8,19,1,0
6007776684975127676717c4,1.07,Non-social,0.029722222,0.72,16,4.416666667,12,16,12,17,1,0
600e373ea7a2226d059a4a98,0.84,Non-social,0.036521739,0.46,12,6.833333333,19,7,3,25,0,1
600e661d49a93a6ec48ebb45,1.5,Non-social,0.03,1,41,1.583333333,15,13,14,13,0,0
60147e2f651575230ac1b072,0.91,Non-social,0.030333333,0.666666667,32,3.083333333,9,9,5,14,1,0
60255901704fd208ecdcf32b,0.62,Non-social,0.023846154,0.52,23,4.416666667,14,24,19,16,0,0
603440a22603172572f9c1b2,0.56,Non-social,0.029473684,0.38,28,4.666666667,20,16,10,13,0,1
6039643eab9d3741232583d0,0.34,Non-social,0.02125,0.32,11,7,26,26,8,19,1,1
60777f3aa41a5f7832560cb8,0.38,Non-social,0.02375,0.32,15,5.916666667,20,23,7,20,1,1
6085bb66296b0a411198d8fd,0.48,Non-social,0.021818182,0.44,20,6,5,18,4,24,1,1
6091ab55ea2e97910519f8e7,0.97,Non-social,0.037307692,0.52,29,1,24,17,13,22,1,0
60b68b39a12ec1444b254396,0.69,Non-social,0.024642857,0.56,20,5.75,15,15,9,19,1,0
60b7b7db631266ca06388068,0.22,Non-social,0.0275,0.16,14,5.833333333,18,26,16,23,1,1
60bd4bfc88b646e72d772977,0.78,Non-social,0.02516129,0.62,25,7,9,17,25,11,1,0
60d1af27fbac62dfb9687c96,0.39,Non-social,0.027857143,0.28,26,5.333333333,17,20,15,18,0,1
60da4f9aa1ced7efeecca18a,0.6,Non-social,0.022222222,0.54,31,5,14,11,8,13,0,0
60daada33618b36687776207,0.87,Non-social,0.037826087,0.46,18,4.333333333,5,20,8,17,1,1
60db64e309afd89c90c7fcd8,0.5,Non-social,0.029411765,0.361702128,15,5.25,14,23,3,23,1,1
60e85ae17458a7cea972d355,0.48,Non-social,0.03,0.32,22,5.666666667,23,24,17,23,1,1
60f78540800263ad2ec44139,0.59,Non-social,0.032777778,0.36,25,1.916666667,14,11,10,7,0,1
60fc6bdffe3e6e8caf924670,0.66,Non-social,0.023571429,0.56,17,7,24,24,24,20,0,0
60fce8cc5025f6e4d0d6baae,0.43,Non-social,0.026875,0.340425532,18,6.5,18,21,14,25,1,1
60fd12b459a8dcda3d177cdd,0.65,Non-social,0.027083333,0.489795918,25,6,28,16,12,8,1,1
60fd55f559e7795b518f7438,0.18,Non-social,0.02,0.18,21,6.166666667,13,22,16,15,1,1
60fd60e7587e4f2e860338b4,0.39,Non-social,0.035454545,0.22,14,6.5,7,25,6,27,0,1
60fd7f782b0c5f0b6503302a,0.25,Non-social,0.03125,0.16,21,3.166666667,5,23,15,19,0,1
60fd89617258b322c92fdd03,0.63,Non-social,0.02625,0.48,27,5.916666667,24,25,16,12,1,1
60fd91a262d0675da55aae6c,0.65,Non-social,0.030952381,0.42,23,6.666666667,12,16,9,4,0,1
60fd9a010279e0f7e338571a,0.64,Non-social,0.026666667,0.48,15,5.916666667,14,23,5,20,1,1
60fdae513bfebe2fe0122138,0.67,Non-social,0.025769231,0.530612245,24,5.25,24,24,18,28,1,0
60fdce10226d20ddc8990f04,0.71,Non-social,0.024482759,0.58,20,5.333333333,20,22,21,19,0,0
60fe1299611da2fff6f047f4,0.61,Non-social,0.027727273,0.44,18,4.666666667,15,20,12,18,1,1
60fe2fb42ec6d443757a92fc,0.72,Non-social,0.032727273,0.44,27,7,18,26,12,22,1,1
60fe38317cb19f2601f75e05,0.73,Non-social,0.0292,0.5,32,4.416666667,26,22,21,15,0,0
60fe91b1b413bc0938bd4628,0.27,Non-social,0.03,0.2,23,5.25,21,21,13,13,0,1
60fed38a8adb46e44e0869a5,0.62,Non-social,0.026956522,0.46,21,5,27,26,13,16,0,1
60ff0c8a83c4bf36bf52df28,0.81,Non-social,0.0324,0.5,19,5.583333333,11,17,12,12,0,0
60ff2035293107014b9770e8,1.05,Non-social,0.029166667,0.72,32,5.333333333,17,20,8,14,1,0
60ff32677943528c59d4cfb3,0.86,Non-social,0.035833333,0.48,21,4.916666667,19,22,20,17,0,1
60ff9a9aad04eb7ef6cae70a,0.85,Non-social,0.0265625,0.64,25,3,19,12,14,11,0,0
610040d9d3e1fbd63a3f41e5,0.7,Non-social,0.028,0.5,20,6.166666667,14,19,23,22,1,0
61008d2fef3c74069a9fbbfe,0.69,Non-social,0.0276,0.5,15,4.916666667,20,24,16,15,0,0
6100902ab1e208bdb18bf688,0.87,Non-social,0.029,0.6,27,7,28,28,15,10,1,0
61009741973fdb40344de5e7,0.37,Non-social,0.030833333,0.24,13,6,17,22,12,18,0,1
6100b292b7fc7f30ec9132dc,0.46,Non-social,0.027058824,0.34,23,6.166666667,10,21,13,24,1,1
6100e030b5679c9288e9d10d,0.72,Non-social,0.03,0.48,23,5.333333333,28,25,8,16,0,1
6101667971d68405d105698a,0.71,Non-social,0.025357143,0.56,24,4.416666667,25,18,14,19,1,0
610175c3210af976134ecd16,0.6,Non-social,0.028571429,0.42,17,6.083333333,12,15,8,13,1,1
61023e0830e893bec6bd8f3c,0.55,Non-social,0.028947368,0.38,15,6.916666667,19,24,24,20,1,1
6102c8ad26a015adcd8aaac4,0.6,Non-social,0.024,0.5,20,5.583333333,25,26,21,17,0,0
610321b49114d026a41efd28,1.01,Non-social,0.033666667,0.6,22,5,21,21,16,16,0,0
61032274bad76a096a09f0b0,1.07,Non-social,0.029722222,0.72,28,4.25,26,14,14,21,1,0
6103fa5faa24894dcd2cda34,1.35,Non-social,0.03,0.918367347,24,4.75,12,23,14,17,1,0
610421096c1af729ade5aac1,0.36,Non-social,0.021176471,0.34,29,5.416666667,19,19,14,16,1,1
6104a21eb93f2042e3d2a2bd,1.01,Non-social,0.036071429,0.56,12,6.583333333,20,21,12,20,0,0
6106ec0cb4f0a8adb16d546c,0.66,Non-social,0.03,0.468085106,25,5.083333333,19,21,15,18,0,1
6106f75cd90cc4f28f973353,0.56,Non-social,0.0224,0.5,23,3.583333333,25,20,22,15,0,0
61071f0d29d762fe91a174f1,0.4,Non-social,0.022222222,0.36,10,6.333333333,21,24,12,15,1,1
610808ab1708833b02eb8a57,1.12,Non-social,0.033939394,0.66,24,6.25,28,25,18,16,1,0
61083f623522116ea15fdc05,0.58,Non-social,0.030526316,0.38,10,5.75,22,9,17,11,0,1
6108455c93f0ee967a7335d1,0.65,Non-social,0.030952381,0.42,14,4.5,24,26,18,22,1,1
610854af9b70aacc11550cde,1.01,Non-social,0.0315625,0.64,21,5.083333333,21,21,10,20,0,0
61087e4fc006ee7d6be38641,0.72,Non-social,0.024827586,0.591836735,33,4.25,16,19,19,18,1,0
61088cda72a1106216fa4858,0.52,Non-social,0.022608696,0.46,25,6.583333333,12,15,9,9,1,1
610891b03a1f80a25b7ddb82,0.58,Non-social,0.027619048,0.428571429,25,4.833333333,13,16,16,19,0,1
610898813e48dc2864965122,0.86,Non-social,0.037391304,0.46,20,2.416666667,14,23,9,19,0,1
61089ac8867ae303ec5acda5,0.53,Non-social,0.023043478,0.46,9,6.083333333,22,21,15,13,1,1
6108d6efa698e3dbe3b313d3,0.79,Non-social,0.029259259,0.551020408,18,5.916666667,16,22,5,17,0,0
6108f32a34565a2e8ef2925b,1.4,Non-social,0.029787234,0.94,21,2.5,17,26,14,26,1,0
610934fd924a7b98497b2108,0.6,Non-social,0.033333333,0.36,16,6.166666667,28,18,10,18,1,1
610999f68d373b548447abfe,0.67,Non-social,0.029130435,0.46,23,5.416666667,19,21,11,23,1,1
6109c9dd829e3b0e3a87b8e8,0.88,Non-social,0.030344828,0.58,21,6.916666667,16,19,14,18,1,0
6109d72bcd6919f7b64afbe3,0.59,Non-social,0.0295,0.4,19,5.166666667,17,27,10,16,0,1
610a06e4613ff666139fd6d9,0.39,Non-social,0.026,0.3,26,4.166666667,16,15,12,12,1,1
610c59ee34cc312d7ca55e45,0.39,Non-social,0.03,0.26,16,6.166666667,10,19,9,19,1,1
610cd5f2b38b2d1bffe55477,0.71,Non-social,0.030869565,0.46,18,4.416666667,8,20,5,21,0,1
610d3d786149dbd00d635e26,0.81,Non-social,0.035217391,0.46,22,5.5,21,17,18,17,1,1
610dd86540919edb725d1f3f,0.48,Non-social,0.025263158,0.38,16,4.583333333,13,13,11,22,1,1
611020f1c36092435314ab6c,0.76,Non-social,0.04,0.38,13,6.666666667,8,24,7,22,0,1
61110e69c5c85f3be8c8ebb4,0.62,Non-social,0.022142857,0.56,20,7,22,20,15,19,1,0
61111442bb1b255927718949,0.48,Non-social,0.020869565,0.46,25,5.166666667,15,18,11,14,1,1
6111303587fe414ecadd44fb,0.8,Non-social,0.026666667,0.6,32,5.666666667,19,18,19,27,0,0
61113d87dfbc47dff8cca57b,0.59,Non-social,0.031052632,0.38,20,4.75,16,26,7,21,1,1
61113effc33961d5c253618a,0.34,Non-social,0.018888889,0.36,20,5.666666667,22,24,17,16,1,1
6111646d1922d97d81f4f9c1,0.6,Non-social,0.033333333,0.36,10,7,28,26,12,25,1,1
6111852fd2fdb6fa7cb78ce6,0.6,Non-social,0.035294118,0.34,13,6.583333333,23,27,16,18,0,1
611188e5b3c601c90fc9a4f6,0.35,Non-social,0.031818182,0.22,12,6.583333333,13,20,24,14,0,1
6111c012b5f6316967f3c859,0.66,Non-social,0.023571429,0.56,32,3.583333333,18,12,23,6,0,0
61125f065722f53a3d7806f4,0.89,Non-social,0.028709677,0.62,17,4.5,24,19,9,25,1,0
611267d44fb8536ce68fe464,0.78,Non-social,0.028888889,0.54,24,7,20,25,23,19,1,0
611292e82906a9ff09cdf126,0.36,Non-social,0.03,0.24,16,6.666666667,17,18,12,13,0,1
611325c23a34bedb5feed16b,0.66,Non-social,0.0275,0.48,24,6,14,18,16,16,1,1
6113ef42af7454532d9efcce,0.63,Non-social,0.023333333,0.54,13,6.333333333,18,26,11,24,0,0
611436cc1510765b6b76f89c,0.51,Non-social,0.02125,0.48,26,4,14,14,14,14,1,1
6114f601f6b1fb77d261f013,1.16,Non-social,0.028292683,0.836734694,44,6,1,6,0,12,0,0
611688156f6d22853511ffb3,0.63,Non-social,0.023333333,0.54,22,5.916666667,15,13,10,14,0,0
6116d4aea499813f9c7dc432,0.33,Non-social,0.036666667,0.18,9,6.666666667,10,21,10,20,0,1
6116e9a77c28cb1dd003f256,0.41,Non-social,0.025625,0.32,6,7,12,18,13,17,1,1
6117efedb574017076d5b499,1.14,Non-social,0.030810811,0.74,21,5.333333333,17,16,15,16,1,0
611ab91a00baa062f55b86d8,0.52,Non-social,0.027368421,0.38,7,7,17,25,14,25,1,1
611c1cf68a3a6fc487b01d82,1.16,Non-social,0.029,0.8,27,1,28,25,17,24,0,0
611e7f2c96e750505914a246,0.93,Non-social,0.034444444,0.54,17,6.916666667,10,18,13,14,0,0
6123c3d352c6064d20616bc5,0.53,Non-social,0.027894737,0.38,19,6.583333333,16,26,18,11,1,1
61254fba095b9df425e816ea,0.75,Non-social,0.028846154,0.541666667,26,5,21,24,16,23,1,0
6126068c41dbfc8b499a6923,0.9,Non-social,0.034615385,0.52,19,5.666666667,17,18,10,18,1,0
612bfa26437162073ed2077b,0.73,Non-social,0.033181818,0.44,26,6.083333333,21,26,17,24,0,1
6133ec0528678bc23c64b821,0.65,Non-social,0.024074074,0.54,36,5.5,14,13,11,13,0,0
613e93d93add1d7a7e84b529,0.96,Non-social,0.036923077,0.52,24,6.5,18,19,18,19,1,0
614773762a1287ea43900965,0.64,Non-social,0.023703704,0.54,22,6.25,16,27,14,22,0,0
614addc530438fd6db61d05f,0.4,Non-social,0.030769231,0.26,28,6.25,28,25,20,24,0,1
614d1ca80edfff48d8fd1bab,1.29,Non-social,0.03225,0.8,15,4.666666667,10,17,7,22,1,0
614da71cf75687a1f3d86fed,0.98,Non-social,0.037692308,0.52,19,5.833333333,17,16,17,17,0,0
614f39f10ed069cb9fdd8bbc,0.94,Non-social,0.032413793,0.591836735,26,2.5,26,20,7,17,1,0
614fac5b9bd7d03e410b6005,0.84,Non-social,0.03,0.56,26,5.5,24,25,13,26,1,0
614fcc0d3a96d3cb0f80632b,0.44,Non-social,0.0275,0.32,25,4.583333333,10,8,14,8,1,1
6150c9597b5bb588dfd106f9,0.37,Non-social,0.020555556,0.36,11,7,14,14,8,13,1,1
61552af1eebae76e5666aba0,0.6,Non-social,0.03,0.408163265,17,5.083333333,17,21,15,12,0,1
615630f6686c2ea1a0766e23,0.45,Non-social,0.023684211,0.38,15,5.583333333,26,25,13,16,1,1
615bbe1b45c3c2e904778bce,0.96,Non-social,0.026666667,0.72,31,1.916666667,20,17,15,8,0,0
615dbf4d53391282dcaaa772,0.81,Non-social,0.027,0.6,17,4.916666667,21,21,5,18,1,0
61613d22aaa3703ab8cf95e7,0.96,Non-social,0.034285714,0.56,36,7,24,21,1,17,0,0
61644b17ec9f97f7485d5624,0.49,Non-social,0.030625,0.32,14,5.416666667,18,24,12,19,0,1
61675b4c7b3c9e4cc2dc063f,1.09,Non-social,0.037586207,0.58,31,5.666666667,18,23,11,13,1,0
6168b61ad8c0d63b37a92109,0.55,Non-social,0.022,0.5,24,4.25,8,11,8,10,1,0
616ddd8fb030bba466234e7a,0.56,Non-social,0.029473684,0.38,28,4.666666667,16,21,17,21,1,1
616df800d4ab205d3b77c218,0.82,Non-social,0.027333333,0.6,19,5.666666667,26,23,12,12,1,0
wtp200,0.98,Non-social,0.02969697,0.66,34,5,24,28,8,27,1,0
wtp201,0.75,Non-social,0.028846154,0.52,24,6,14,18,10,20,0,0
wtp202,0.57,Non-social,0.03,0.38,30,5.916666667,23,17,15,14,0,1
wtp203,0.58,Non-social,0.026363636,0.44,21,7,8,18,7,20,1,1
wtp204,0.54,Non-social,0.027,0.4,14,5.583333333,17,22,6,23,0,1
wtp205,0.57,Non-social,0.0285,0.4,29,4.666666667,28,23,19,13,1,1
wtp207,1.2,Non-social,0.032432432,0.74,30,4.416666667,18,21,27,17,0,0
wtp208,0.21,Non-social,0.019090909,0.224489796,16,4.916666667,22,18,8,24,1,1
wtp209,0.57,Non-social,0.0285,0.4,26,5.666666667,5,8,22,18,0,1
wtp210,0.71,Non-social,0.026296296,0.54,19,5.583333333,27,19,5,24,0,0
wtp211,0.44,Non-social,0.036666667,0.24,10,5.25,19,15,8,17,0,1
wtp212,0.42,Non-social,0.028,0.3,25,5.583333333,14,11,22,14,1,1
wtp213,0.74,Non-social,0.028461538,0.52,31,5.833333333,21,23,15,17,1,0
wtp214,0.3,Non-social,0.023076923,0.265306122,21,5.416666667,25,22,14,24,1,1
wtp215,0.72,Non-social,0.03,0.52173913,35,6.25,16,23,28,20,0,0